-1 0
-0.995112 1.05241e-05
-0.990225 2.07695e-06
-0.985337 6.75295e-06
-0.98045 -3.36186e-06
-0.975562 2.5019e-06
-0.970675 -1.24902e-06
-0.965787 5.38418e-06
-0.960899 5.10249e-06
-0.956012 6.44439e-07
-0.951124 3.86593e-06
-0.946237 4.26494e-06
-0.941349 8.23946e-07
-0.936461 3.61425e-06
-0.931574 -4.47695e-06
-0.926686 -1.70625e-06
-0.921799 3.1606e-06
-0.916911 2.27846e-06
-0.912023 9.73447e-07
-0.907136 -7.17378e-07
-0.902248 1.94937e-06
-0.897361 -2.75212e-06
-0.892473 -5.26019e-07
-0.887585 9.28437e-08
-0.882698 -1.23831e-06
-0.87781 1.40913e-06
-0.872923 2.16854e-06
-0.868035 2.06113e-06
-0.863147 2.25124e-06
-0.85826 1.45612e-06
-0.853372 1.81832e-06
-0.848485 1.37723e-06
-0.843597 -3.01282e-06
-0.83871 5.97237e-07
-0.833822 5.56819e-08
-0.828934 1.19573e-06
-0.824047 1.59544e-06
-0.819159 1.9361e-06
-0.814272 -1.42916e-06
-0.809384 -2.00277e-06
-0.804497 -1.67661e-06
-0.799609 -1.17618e-06
-0.794721 2.28342e-06
-0.789834 -3.32956e-07
-0.784946 2.44385e-07
-0.780059 -3.65525e-07
-0.775171 -1.37256e-06
-0.770283 1.83595e-06
-0.765396 -1.16081e-06
-0.760508 9.6884e-07
-0.755621 9.41149e-07
-0.750733 -2.3051e-06
-0.745846 2.45805e-07
-0.740958 6.29477e-07
-0.73607 -2.76864e-08
-0.731183 5.27058e-07
-0.726295 2.72334e-07
-0.721408 -8.19126e-07
-0.71652 4.8351e-07
-0.711632 -3.09087e-07
-0.706745 2.40852e-07
-0.701857 1.05936e-06
-0.69697 -1.01334e-06
-0.692082 1.23676e-06
-0.687195 2.88938e-07
-0.682307 8.55373e-07
-0.677419 7.93121e-07
-0.672532 8.74175e-07
-0.667644 2.86027e-08
-0.662757 -7.01043e-07
-0.657869 -7.0972e-07
-0.652982 -5.89239e-07
-0.648094 -1.79477e-06
-0.643206 -1.28047e-08
-0.638319 7.42974e-08
-0.633431 1.29941e-06
-0.628544 -4.55067e-07
-0.623656 4.73878e-07
-0.618768 -1.02627e-07
-0.613881 -9.65679e-07
-0.608993 2.67027e-07
-0.604106 1.10667e-06
-0.599218 -7.38878e-07
-0.594331 4.60511e-07
-0.589443 1.6146e-06
-0.584555 1.70746e-06
-0.579668 7.49532e-08
-0.57478 5.77941e-07
-0.569892 1.06931e-06
-0.565005 4.10389e-07
-0.560117 1.37195e-06
-0.55523 2.76087e-06
-0.550342 3.74197e-06
-0.545455 3.9066e-06
-0.540567 5.25941e-06
-0.535679 5.32012e-06
-0.530792 6.5164e-06
-0.525904 1.03581e-05
-0.521017 1.16824e-05
-0.516129 1.57497e-05
-0.511241 2.3562e-05
-0.506354 3.13653e-05
-0.501466 4.58445e-05
-0.496579 7.44096e-05
-0.491691 0.000125127
-0.486804 0.000233238
-0.481916 0.00050119
-0.477028 0.0013754
-0.472141 0.0062917
-0.467253 0.453008
-0.462366 2.1537
-0.457478 3.79631
-0.45259 3.5251
-0.447703 2.27449
-0.442815 1.32104
-0.437928 0.922935
-0.43304 0.849935
-0.428152 0.803848
-0.423265 0.7753
-0.418377 0.761546
-0.41349 0.761228
-0.408602 0.779936
-0.403715 0.833883
-0.398827 1.00557
