-1 -nan 0
-0.995112 -nan 0
-0.990225 -nan 0
-0.985337 -nan 0
-0.98045 -nan 0
-0.975562 -nan 0
-0.970675 -nan 0
-0.965787 -nan 0
-0.960899 -nan 0
-0.956012 -nan 0
-0.951124 -nan 0
-0.946237 -nan 0
-0.941349 -nan 0
-0.936461 -nan 0
-0.931574 -nan 0
-0.926686 -nan 0
-0.921799 -nan 0
-0.916911 -nan 0
-0.912023 -nan 0
-0.907136 -nan 0
-0.902248 -nan 0
-0.897361 -nan 0
-0.892473 -nan 0
-0.887586 -nan 0
-0.882698 -nan 0
-0.87781 -nan 0
-0.872923 -nan 0
-0.868035 -nan 0
-0.863148 -nan 0
-0.85826 -nan 0
-0.853372 -nan 0
-0.848485 -nan 0
-0.843597 -nan 0
-0.83871 -nan 0
-0.833822 -nan 0
-0.828935 -nan 0
-0.824047 -nan 0
-0.819159 -nan 0
-0.814272 -nan 0
-0.809384 -nan 0
-0.804497 -nan 0
-0.799609 -nan 0
-0.794721 -nan 0
-0.789834 -nan 0
-0.784946 -nan 0
-0.780059 -nan 0
-0.775171 -nan 0
-0.770283 -nan 0
-0.765396 -nan 0
-0.760508 -nan 0
-0.755621 -nan 0
-0.750733 -nan 0
-0.745845 -nan 0
-0.740958 -nan 0
-0.73607 -nan 0
-0.731183 -nan 0
-0.726295 -nan 0
-0.721408 -nan 0
-0.71652 -nan 0
-0.711632 -nan 0
-0.706745 -nan 0
-0.701857 -nan 0
-0.69697 -nan 0
-0.692082 -nan 0
-0.687195 -nan 0
-0.682307 -nan 0
-0.677419 -nan 0
-0.672532 -nan 0
-0.667644 -nan 0
-0.662757 -nan 0
-0.657869 -nan 0
-0.652981 -nan 0
-0.648094 -nan 0
-0.643206 -nan 0
-0.638319 -nan 0
-0.633431 -nan 0
-0.628544 -nan 0
-0.623656 -nan 0
-0.618768 -nan 0
-0.613881 -nan 0
-0.608993 -nan 0
-0.604106 -nan 0
-0.599218 -nan 0
-0.59433 -nan 0
-0.589443 -nan 0
-0.584555 -nan 0
-0.579668 -nan 0
-0.57478 -nan 0
-0.569892 -nan 0
-0.565005 -nan 0
-0.560117 -nan 0
-0.55523 -nan 0
-0.550342 -nan 0
-0.545455 -nan 0
-0.540567 -nan 0
-0.535679 -nan 0
-0.530792 -nan 0
-0.525904 -nan 0
-0.521017 -nan 0
-0.516129 -nan 0
-0.511241 -nan 0
-0.506354 -nan 0
-0.501466 -nan 0
-0.496579 -nan 0
-0.491691 -nan 0
-0.486804 -nan 0
-0.481916 -nan 0
-0.477028 -nan 0
-0.472141 -nan 0
-0.467253 -nan 0
-0.462366 -nan 0
-0.457478 -nan 0
-0.45259 -nan 0
-0.447703 -nan 0
-0.442815 -nan 0
-0.437928 -nan 0
-0.43304 -nan 0
-0.428152 -nan 0
-0.423265 -nan 0
-0.418377 -nan 0
-0.41349 -nan 0
-0.408602 -nan 0
-0.403715 -nan 0
-0.398827 -nan 0
-0.393939 -nan 0
-0.389052 -nan 0
-0.384164 -nan 0
-0.379277 -nan 0
-0.374389 -nan 0
-0.369501 -nan 0
-0.364614 -nan 0
-0.359726 -nan 0
-0.354839 -nan 0
-0.349951 -nan 0
-0.345064 -nan 0
-0.340176 -nan 0
-0.335288 -nan 0
-0.330401 -nan 0
-0.325513 -nan 0
-0.320626 -nan 0
-0.315738 -nan 0
-0.310851 -nan 0
-0.305963 -nan 0
-0.301075 -nan 0
-0.296188 -nan 0
-0.2913 -nan 0
-0.286413 -nan 0
-0.281525 -nan 0
-0.276637 -nan 0
-0.27175 -nan 0
-0.266862 -nan 0
-0.261975 -nan 0
-0.257087 -nan 0
-0.252199 -nan 0
-0.247312 -nan 0
-0.242424 -nan 0
-0.237537 -nan 0
-0.232649 -nan 0
-0.227761 -nan 0
-0.222874 -nan 0
-0.217986 -nan 0
-0.213099 -nan 0
-0.208211 -nan 0
-0.203324 -nan 0
-0.198436 -nan 0
-0.193548 -nan 0
-0.188661 -nan 0
-0.183773 -nan 0
-0.178886 -nan 0
-0.173998 -nan 0
-0.16911 -nan 0
-0.164223 -nan 0
-0.159335 -nan 0
-0.154448 -nan 0
-0.14956 -nan 0
-0.144672 -nan 0
-0.139785 -nan 0
-0.134897 -nan 0
-0.13001 -nan 0
-0.125122 -nan 0
-0.120235 -nan 0
-0.115347 -nan 0
-0.110459 -nan 0
-0.105572 -nan 0
-0.100684 -nan 0
-0.0957966 -nan 0
-0.0909091 -nan 0
-0.0860215 -nan 0
-0.0811339 -nan 0
-0.0762463 -nan 0
-0.0713587 -nan 0
-0.0664712 -nan 0
-0.0615836 -nan 0
-0.056696 -nan 0
-0.0518084 -nan 0
-0.0469208 -nan 0
-0.0420333 -nan 0
-0.0371457 -nan 0
-0.0322581 -nan 0
-0.0273705 -nan 0
-0.0224829 -nan 0
-0.0175954 -nan 0
-0.0127078 -nan 0
-0.00782019 -nan 0
-0.00293261 -nan 0
0.00195497 -nan 0
0.00684255 -nan 0
0.0117301 -nan 0
0.0166177 -nan 0
0.0215053 -nan 0
0.0263929 -nan 0
0.0312805 -nan 0
0.036168 -nan 0
0.0410556 -nan 0
0.0459432 -nan 0
0.0508308 -nan 0
0.0557185 -nan 0
0.0606061 -nan 0
0.0654937 -nan 0
0.0703813 -nan 0
0.0752688 -nan 0
0.0801564 -nan 0
0.085044 -nan 0
0.0899316 -nan 0
0.0948192 -nan 0
0.0997067 -nan 0
0.104594 -nan 0
0.109482 -nan 0
0.114369 -nan 0
0.119257 -nan 0
0.124145 -nan 0
0.129032 -nan 0
0.13392 -nan 0
0.138808 -nan 0
0.143695 -nan 0
0.148583 -nan 0
0.15347 -nan 0
0.158358 -nan 0
0.163245 -nan 0
0.168133 -nan 0
0.173021 -nan 0
0.177908 -nan 0
0.182796 -nan 0
0.187683 -nan 0
0.192571 -nan 0
0.197459 -nan 0
0.202346 -nan 0
0.207234 -nan 0
0.212121 -nan 0
0.217009 -nan 0
0.221896 -nan 0
0.226784 -nan 0
0.231672 -nan 0
0.236559 -nan 0
0.241447 -nan 0
0.246334 -nan 0
0.251222 -nan 0
0.256109 -nan 0
0.260997 -nan 0
0.265885 -nan 0
0.270772 -nan 0
0.27566 -nan 0
0.280547 -nan 0
0.285435 -nan 0
0.290323 -nan 0
0.29521 -nan 0
0.300098 -nan 0
0.304985 -nan 0
0.309873 -nan 0
0.31476 -nan 0
0.319648 -nan 0
0.324536 -nan 0
0.329423 -nan 0
0.334311 -nan 0
0.339198 -nan 0
0.344086 -nan 0
0.348974 -nan 0
0.353861 -nan 0
0.358749 -nan 0
0.363636 -nan 0
0.368524 -nan 0
0.373412 -nan 0
0.378299 -nan 0
0.383187 -nan 0
0.388074 -nan 0
0.392962 -nan 0
0.397849 -nan 0
0.402737 -nan 0
0.407625 -nan 0
0.412512 -nan 0
0.4174 -nan 0
0.422287 -nan 0
0.427175 -nan 0
0.432063 -nan 0
0.43695 -nan 0
0.441838 -nan 0
0.446725 -nan 0
0.451613 -nan 0
0.4565 -nan 0
0.461388 -nan 0
0.466276 -nan 0
0.471163 -nan 0
0.476051 -nan 0
0.480938 -nan 0
0.485826 -nan 0
0.490714 -nan 0
0.495601 -nan 0
0.500489 -nan 0
0.505376 -nan 0
0.510264 -nan 0
0.515152 -nan 0
0.520039 -nan 0
0.524927 -nan 0
0.529814 -nan 0
0.534702 -nan 0
0.539589 -nan 0
0.544477 -nan 0
0.549365 -nan 0
0.554252 -nan 0
0.55914 -nan 0
0.564027 -nan 0
0.568915 -nan 0
0.573803 -nan 0
0.57869 -nan 0
0.583578 -nan 0
0.588465 -nan 0
0.593353 -nan 0
0.59824 -nan 0
0.603128 -nan 0
0.608016 -nan 0
0.612903 -nan 0
0.617791 -nan 0
0.622678 -nan 0
0.627566 -nan 0
0.632454 -nan 0
0.637341 -nan 0
0.642229 -nan 0
0.647116 -nan 0
0.652004 -nan 0
0.656892 -nan 0
0.661779 -nan 0
0.666667 -nan 0
0.671554 -nan 0
0.676442 -nan 0
0.681329 -nan 0
0.686217 -nan 0
0.691105 -nan 0
0.695992 -nan 0
0.70088 -nan 0
0.705767 -nan 0
0.710655 -nan 0
0.715543 -nan 0
0.72043 -nan 0
0.725318 -nan 0
0.730205 -nan 0
0.735093 -nan 0
0.73998 -nan 0
0.744868 -nan 0
0.749756 -nan 0
0.754643 -nan 0
0.759531 -nan 0
0.764418 -nan 0
0.769306 -nan 0
0.774194 -nan 0
0.779081 -nan 0
0.783969 -nan 0
0.788856 -nan 0
0.793744 -nan 0
0.798632 -nan 0
0.803519 -nan 0
0.808407 -nan 0
0.813294 -nan 0
0.818182 -nan 0
0.823069 -nan 0
0.827957 -nan 0
0.832845 -nan 0
0.837732 -nan 0
0.84262 -nan 0
0.847507 -nan 0
0.852395 -nan 0
0.857283 -nan 0
0.86217 -nan 0
0.867058 -nan 0
0.871945 -nan 0
0.876833 -nan 0
0.88172 -nan 0
0.886608 -nan 0
0.891496 -nan 0
0.896383 -nan 0
0.901271 -nan 0
0.906158 -nan 0
0.911046 -nan 0
0.915933 -nan 0
0.920821 -nan 0
0.925709 -nan 0
0.930596 -nan 0
0.935484 -nan 0
0.940371 -nan 0
0.945259 -nan 0
0.950147 -nan 0
0.955034 -nan 0
0.959922 -nan 0
0.964809 -nan 0
0.969697 -nan 0
0.974585 -nan 0
0.979472 -nan 0
0.98436 -nan 0
0.989247 -nan 0
0.994135 -nan 0
0.999022 -nan 0
1.00391 -nan 0
1.0088 -nan 0
1.01369 -nan 0
1.01857 -nan 0
1.02346 -nan 0
1.02835 -nan 0
1.03324 -nan 0
1.03812 -nan 0
1.04301 -nan 0
1.0479 -nan 0
1.05279 -nan 0
1.05767 -nan 0
1.06256 -nan 0
