-1 5.4065e-05 0
-0.995112 8.54498e-05 0
-0.990225 0.000132792 0
-0.985337 0.000201467 0
-0.98045 0.000296033 0
-0.975562 0.00041831 0
-0.970675 0.000566102 0
-0.965787 0.000733814 0
-0.960899 0.000914606 0
-0.956012 0.00110235 0
-0.951124 0.00129248 0
-0.946237 0.00148203 0
-0.941349 0.00166927 0
-0.936461 0.00185336 0
-0.931574 0.002034 0
-0.926686 0.00221124 0
-0.921799 0.00238534 0
-0.916911 0.00255663 0
-0.912023 0.00272553 0
-0.907136 0.00289246 0
-0.902248 0.00305783 0
-0.897361 0.00322198 0
-0.892473 0.00338519 0
-0.887586 0.00354765 0
-0.882698 0.00370956 0
-0.87781 0.00387108 0
-0.872923 0.00403236 0
-0.868035 0.0041935 0
-0.863148 0.00435457 0
-0.85826 0.00451563 0
-0.853372 0.00467678 0
-0.848485 0.00483812 0
-0.843597 0.00499981 0
-0.83871 0.00516198 0
-0.833822 0.00532475 0
-0.828935 0.00548821 0
-0.824047 0.00565241 0
-0.819159 0.00581738 0
-0.814272 0.00598313 0
-0.809384 0.00614971 0
-0.804497 0.00631723 0
-0.799609 0.00648586 0
-0.794721 0.00665584 0
-0.789834 0.00682741 0
-0.784946 0.00700078 0
-0.780059 0.00717612 0
-0.775171 0.00735351 0
-0.770283 0.00753301 0
-0.765396 0.00771466 0
-0.760508 0.00789853 0
-0.755621 0.00808473 0
-0.750733 0.00827339 0
-0.745845 0.00846469 0
-0.740958 0.00865882 0
-0.73607 0.00885594 0
-0.731183 0.00905617 0
-0.726295 0.00925952 0
-0.721408 0.00946598 0
-0.71652 0.00967559 0
-0.711632 0.00988841 0
-0.706745 0.0101046 0
-0.701857 0.0103244 0
-0.69697 0.010548 0
-0.692082 0.0107755 0
-0.687195 0.0110074 0
-0.682307 0.0112437 0
-0.677419 0.0114848 0
-0.672532 0.0117308 0
-0.667644 0.0119821 0
-0.662757 0.0122387 0
-0.657869 0.012501 0
-0.652981 0.0127692 0
-0.648094 0.0130437 0
-0.643206 0.0133247 0
-0.638319 0.0136125 0
-0.633431 0.0139075 0
-0.628544 0.0142099 0
-0.623656 0.01452 0
-0.618768 0.0148383 0
-0.613881 0.015165 0
-0.608993 0.0155007 0
-0.604106 0.0158459 0
-0.599218 0.0162012 0
-0.59433 0.0165671 0
-0.589443 0.0169441 0
-0.584555 0.0173328 0
-0.579668 0.0177337 0
-0.57478 0.0181475 0
-0.569892 0.018575 0
-0.565005 0.019017 0
-0.560117 0.0194747 0
-0.55523 0.0199491 0
-0.550342 0.0204416 0
-0.545455 0.0209532 0
-0.540567 0.0214854 0
-0.535679 0.0220393 0
-0.530792 0.0226165 0
-0.525904 0.0232186 0
-0.521017 0.0238476 0
-0.516129 0.0245057 0
-0.511241 0.0251952 0
-0.506354 0.025919 0
-0.501466 0.0266804 0
-0.496579 0.0274833 0
-0.491691 0.0283319 0
-0.486804 0.029231 0
-0.481916 0.0301861 0
-0.477028 0.0312037 0
-0.472141 0.0322916 0
-0.467253 0.0334589 0
-0.462366 0.0347172 0
-0.457478 0.0360805 0
-0.45259 0.0375668 0
-0.447703 0.0391981 0
-0.442815 0.0410023 0
-0.437928 0.0430138 0
-0.43304 0.0452752 0
-0.428152 0.0478374 0
-0.423265 0.0507602 0
-0.418377 0.0541117 0
-0.41349 0.057972 0
-0.408602 0.0624576 0
-0.403715 0.06779 0
-0.398827 0.0743847 0
-0.393939 0.0828059 0
-0.389052 0.0934762 0
-0.384164 0.106391 0
-0.379277 0.12113 0
-0.374389 0.137038 0
-0.369501 0.153393 0
-0.364614 0.169624 0
-0.359726 0.185644 0
-0.354839 0.202046 0
-0.349951 0.219906 0
-0.345064 0.240332 0
-0.340176 0.264088 0
-0.335288 0.291478 0
-0.330401 0.322429 0
-0.325513 0.356678 0
-0.320626 0.39386 0
-0.315738 0.433534 0
-0.310851 0.475334 0
-0.305963 0.519215 0
-0.301075 0.565524 0
-0.296188 0.614683 0
-0.2913 0.666671 0
-0.286413 0.720697 0
-0.281525 0.775413 0
-0.276637 0.829561 0
-0.27175 0.882491 0
-0.266862 0.934063 0
-0.261975 0.984163 0
-0.257087 1.03228 0
-0.252199 1.0772 0
-0.247312 1.11685 0
-0.242424 1.14827 0
-0.237537 1.16823 0
-0.232649 1.17407 0
-0.227761 1.16479 0
-0.222874 1.14194 0
-0.217986 1.10957 0
-0.213099 1.0731 0
-0.208211 1.03764 0
-0.203324 1.00668 0
-0.198436 0.981638 0
-0.193548 0.96225 0
-0.188661 0.947532 0
-0.183773 0.936725 0
-0.178886 0.929523 0
-0.173998 0.92582 0
-0.16911 0.925498 0
-0.164223 0.928386 0
-0.159335 0.934331 0
-0.154448 0.943204 0
-0.14956 0.954824 0
-0.144672 0.968958 0
-0.139785 0.985388 0
-0.134897 1.00387 0
-0.13001 1.02398 0
-0.125122 1.04512 0
-0.120235 1.0666 0
-0.115347 1.08781 0
-0.110459 1.10831 0
-0.105572 1.12797 0
-0.100684 1.14695 0
-0.0957966 1.16562 0
-0.0909091 1.18436 0
-0.0860215 1.20342 0
-0.0811339 1.22293 0
-0.0762463 1.24299 0
-0.0713587 1.26371 0
-0.0664712 1.28516 0
-0.0615836 1.30726 0
-0.056696 1.32975 0
-0.0518084 1.35225 0
-0.0469208 1.3744 0
-0.0420333 1.39587 0
-0.0371457 1.41634 0
-0.0322581 1.43566 0
-0.0273705 1.45394 0
-0.0224829 1.47146 0
-0.0175954 1.48858 0
-0.0127078 1.50553 0
-0.00782019 1.52228 0
-0.00293261 1.53854 0
0.00195497 1.55394 0
0.00684255 1.56824 0
0.0117301 1.58138 0
0.0166177 1.59344 0
0.0215053 1.60448 0
0.0263929 1.61447 0
0.0312805 1.62329 0
0.036168 1.63084 0
0.0410556 1.63713 0
0.0459432 1.64234 0
0.0508308 1.64669 0
0.0557185 1.65039 0
0.0606061 1.6536 0
0.0654937 1.65647 0
0.0703813 1.65908 0
0.0752688 1.6615 0
0.0801564 1.66379 0
0.085044 1.66597 0
0.0899316 1.66809 0
0.0948192 1.67016 0
0.0997067 1.67221 0
0.104594 1.67424 0
0.109482 1.67628 0
0.114369 1.67834 0
0.119257 1.68043 0
0.124145 1.68257 0
0.129032 1.68475 0
0.13392 1.68701 0
0.138808 1.68933 0
0.143695 1.69172 0
0.148583 1.69416 0
0.15347 1.69662 0
0.158358 1.69906 0
0.163245 1.70138 0
0.168133 1.7035 0
0.173021 1.70526 0
0.177908 1.70654 0
0.182796 1.70725 0
0.187683 1.70741 0
0.192571 1.70717 0
0.197459 1.70678 0
0.202346 1.7065 0
0.207234 1.70654 0
0.212121 1.70702 0
0.217009 1.70798 0
0.221896 1.70943 0
0.226784 1.71136 0
0.231672 1.71371 0
0.236559 1.71636 0
0.241447 1.71916 0
0.246334 1.72199 0
0.251222 1.72481 0
0.256109 1.72773 0
0.260997 1.73091 0
0.265885 1.73455 0
0.270772 1.73879 0
0.27566 1.74366 0
0.280547 1.74917 0
0.285435 1.75526 0
0.290323 1.76189 0
0.29521 1.76903 0
0.300098 1.77665 0
0.304985 1.78472 0
0.309873 1.7932 0
0.31476 1.80202 0
0.319648 1.81114 0
0.324536 1.8206 0
0.329423 1.83056 0
0.334311 1.84124 0
0.339198 1.85282 0
0.344086 1.86517 0
0.348974 1.87777 0
0.353861 1.88973 0
0.358749 1.89993 0
0.363636 1.90729 0
0.368524 1.91097 0
0.373412 1.91075 0
0.378299 1.90712 0
0.383187 1.90107 0
0.388074 1.89362 0
0.392962 1.88544 0
0.397849 1.87703 0
0.402737 1.86889 0
0.407625 1.86156 0
0.412512 1.85554 0
0.4174 1.85111 0
0.422287 1.84829 0
0.427175 1.84695 0
0.432063 1.84682 0
0.43695 1.84761 0
0.441838 1.84901 0
0.446725 1.85073 0
0.451613 1.85249 0
0.4565 1.85401 0
0.461388 1.85507 0
0.466276 1.85545 0
0.471163 1.85513 0
0.476051 1.85426 0
0.480938 1.85313 0
0.485826 1.85203 0
0.490714 1.85117 0
0.495601 1.85062 0
0.500489 1.85033 0
0.505376 1.85022 0
0.510264 1.85021 0
0.515152 1.85025 0
0.520039 1.85031 0
0.524927 1.8504 0
0.529814 1.85052 0
0.534702 1.85064 0
0.539589 1.85078 0
